KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggMargin,AggOrgZip,AggDstZip,Div,Inc/Exc
Quantix_60450_38233,2083057,781,744,400,-82,60450,38233,Van,incl
Quantix_60450_38233,2083068,781,744,400,-82,60450,38233,Van,incl
Quantix_60450_38233,2083074,781,744,400,-82,60450,38233,Van,incl
Quantix_60450_38233,2098301,781,744,400,-82,60450,38233,Van,incl
Quantix_60450_38233,2098810,781,744,400,-82,60450,38233,Van,incl
Quantix_60450_38233,2098829,781,744,400,-82,60450,38233,Van,incl
Quantix_60450_38233,2099215,781,744,400,-82,60450,38233,Van,incl
Quantix_60450_38233,2099316,781,744,400,-82,60450,38233,Van,incl
Quest Ware_38115_32503,2090405,1550,785,428,736,38115,32503,Van,incl
QUINCY REC_46219_35661,2090189,950,763,413,-39,46219,35661,Van,incl
QUINCY REC_63044_35616,2100549,875,700,367,167,63044,35616,Van,incl
QUINCY REC_63044_35616,2101901,875,700,367,167,63044,35616,Van,incl
R C PLASTI_30721_39744,2082319,913,650,345,153,30721,39744,Van,incl
R C PLASTI_30721_39744,2098317,913,650,345,153,30721,39744,Van,incl
R&S SOLUTI_38301_45040,2085181,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2086423,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2086461,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2089945,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2089946,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2090660,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2090661,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2093720,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2093722,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2094608,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2094612,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2094855,1372,814,425,486,38301,45040,Van,incl
R&S SOLUTI_38301_45040,2094856,1372,814,425,486,38301,45040,Van,incl
R&S Soluti_38301_45040,2084836,1372,814,425,486,38301,45040,Van,incl
R.S.M._28217_38851,2082353,1182,1053,543,86,28217,38851,Van,incl
R.S.M._28217_38851,2086331,1182,1053,543,86,28217,38851,Van,incl
R.S.M._28217_38851,2095584,1182,1053,543,86,28217,38851,Van,incl
R.S.M._28217_38851,2100537,1182,1053,543,86,28217,38851,Van,incl
RADIUS WAR_02322_38401,2098877,2300,2299,1197,-189,02322,38401,Van,incl
Rainstamp_75149_35504,2101101,1000,1190,653,-376,75149,35504,Van,incl
RALPH'S FR_27263_38801,2080410,1000,1150,609,-213,27263,38801,Van,incl
RANDALL ME_46312_72450,2101312,1000,883,483,58,46312,72450,Van,incl
RBW Logist_30901_46580,2083771,1627,1374,746,252,30901,46580,Log,incl
RBW Logist_30901_46580,2097302,1627,1374,746,252,30901,46580,Log,incl
RBW Logist_30901_46580,2099409,1627,1374,746,252,30901,46580,Log,incl
RBW LOGIST_30906_38118,2096706,1005,997,528,-184,30906,38118,Van,incl
REA MAGNET_47909_38024,2083794,850,728,394,-11,47909,38024,Van,incl
REA MAGNET_47909_38024,2083799,850,728,394,-11,47909,38024,Van,incl
REA MAGNET_47909_38024,2085620,850,728,394,-11,47909,38024,Van,incl
Reading Ro_45246_38635,2096124,1100,941,516,127,45246,38635,Van,incl
REAL ALOY_37774_38344,2080032,500,526,287,-81,37774,38344,Van,incl
REAL COLDW_49036_35671,2093123,1300,1049,572,104,49036,35671,Van,incl
Reckitt Be_29009_38002,2089526,1200,1246,673,-177,29009,38002,Van,incl
Reckitt Be_63376_28273,2099572,1800,1380,742,391,63376,28273,Van,incl
RECOM 3PL_84606_30035,2089462,3000,3446,1907,-521,84606,30035,Van,incl
RECOM 3PL_84606_30035,2089463,3000,3446,1907,-521,84606,30035,Van,incl
RE-CY_72143_28613,2089398,1455,1280,690,87,72143,28613,Van,incl
RED GOLD I_46001_27597,2097712,2000,1291,646,639,46001,27597,Van,incl
RED GOLD I_46001_35022,2087366,1150,1036,548,-106,46001,35022,Van,incl
RED GOLD I_46001_72209,2097269,1385,1207,647,89,46001,72209,Van,incl
Redmond Mi_84652_42134,2082211,2742,2951,1597,-451,84652,42134,Van,incl
Redmond Mi_84652_42134,2084980,2742,2951,1597,-451,84652,42134,Van,incl
REFRESCO (_45342_38654,2099880,1150,965,529,-10,45342,38654,Van,incl
REFRESCO T_63390_37406,2102395,1350,908,493,372,63390,37406,Van,incl
REGIONAL D_38611_28711,2098169,1096,952,520,-53,38611,28711,Van,incl
RELIABLE C_37355_44256,2102191,1150,1026,557,-10,37355,44256,Van,incl
Reliance P_28315_38841,2093901,1100,1202,653,-274,28315,38841,Van,incl
RELIANCE W_30045_22603,2098237,1356,1077,567,170,30045,22603,Van,incl
RELOGISTIC_38114_30253,2100392,1060,755,405,303,38114,30253,Van,incl
RELOGISTIC_70401_35222,2089524,670,666,361,-41,70401,35222,Van,incl
RELOGISTIC_70401_35222,2093312,670,666,361,-41,70401,35222,Van,incl
RENIN CORP_38804_33619,2099537,2200,1240,684,860,38804,33619,Van,incl
RENIN CORP_38804_33619,2099538,2200,1240,684,860,38804,33619,Van,incl
RENIN US L_38801_30252,2089700,1200,592,323,491,38801,30252,Van,incl
RENIN US L_38801_30252,2100408,1200,592,323,491,38801,30252,Van,incl
Renin US L_38801_30252,2093306,1200,592,323,491,38801,30252,Van,incl
Renin US L_38801_30252,2094120,1200,592,323,491,38801,30252,Van,incl
Renin US L_38801_30252,2098392,1200,592,323,491,38801,30252,Van,incl
REPUBLIC P_37914_46952,2088244,780,749,400,-103,37914,46952,Van,incl
Republic S_52404_35661,2082047,1300,1199,646,-48,52404,35661,Van,incl
RESILUX AM_30567_37821,2083383,730,340,176,335,30567,37821,Van,incl
RESILUX AM_30567_45005,2082416,925,990,509,-192,30567,45005,Van,incl
RESILUX AM_30567_72301,2095709,750,839,449,-241,30567,72301,Van,incl
RESILUX AM_30567_72301,2098896,750,839,449,-241,30567,72301,Van,incl
RESILUX AM_30567_72301,2099306,750,839,449,-241,30567,72301,Van,incl
RESILUX AM_30567_72301,2100641,750,839,449,-241,30567,72301,Van,incl
RESILUX AM_30567_72301,2101396,750,839,449,-241,30567,72301,Van,incl
RESILUX AM_30567_72301,2101399,750,839,449,-241,30567,72301,Van,incl
Reuter Rec_33029_36703,2100271,700,1373,724,-703,33029,36703,Van,incl
REYNOLDS C_62650_29353,2100079,1950,1418,758,398,62650,29353,Van,incl
Rhode Isla_02919_35661,2090663,2300,2134,1159,10,02919,35661,Van,incl
RICHMOND S_23224_60803,2080702,1200,1513,798,-465,23224,60803,Van,incl
Ridley Blo_36108_46064,2094274,1520,1085,592,410,36108,46064,Van,incl
Rinnai Ame_30224_38133,2094869,850,774,425,10,30224,38133,Van,incl
Riviera Be_33404_29203,2094067,600,1072,573,-603,33404,29203,Van,incl
RM-Menasha_53027_38834,2079946,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2079947,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2083638,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2083721,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2088522,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2092849,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2092902,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2093070,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2096248,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2096253,1698,1254,660,272,53027,38834,Van,incl
RM-Menasha_53027_38834,2097852,1698,1254,660,272,53027,38834,Van,incl
RMR_27260_38834,2082893,1175,1152,604,-142,27260,38834,Van,incl
RMR_30096_35616,2090209,625,518,278,42,30096,35616,Van,incl
RMR_30096_35616,2092571,625,518,278,42,30096,35616,Van,incl
RNA Corpor_60406_38671,2084676,1150,962,528,-19,60406,38671,Van,incl
RNA Corpor_60406_38671,2093503,1150,962,528,-19,60406,38671,Van,incl
ROCKTENN W_72032_38109,2101970,400,307,165,61,72032,38109,Van,incl
Rock-Tenn_37410_31027,2082717,750,562,264,134,37410,31027,Van,incl
ROCKTENN_37416_36105,2086465,926,414,221,510,37416,36105,Van,incl
ROOMS TO G_28334_37821,2086299,696,608,330,-152,28334,37821,Van,incl
ROPPE_35674_30248,2083026,754,480,261,116,35674,30248,Van,incl
ROWA INC_29640_38801,2094543,909,792,432,-83,29640,38801,Van,incl
Royal Oak_37774_38632,2098269,820,784,400,-19,37774,38632,Van,incl
ROYAL OAK_47150_30165,2086987,1000,701,381,104,47150,30165,Van,incl
ROYAL OAK_47150_36067,2093114,1030,825,450,192,47150,36067,Van,incl
ROYAL PALM_28112_38018,2085653,1200,1170,639,-15,28112,38018,Van,incl
Royston_30336_38060,2090244,700,701,380,-48,30336,38060,Van,incl
RSM COMPAN_28202_38343,2101093,985,1003,546,-201,28202,38343,Van,incl
RTV-MAKITA_30542_22603,2085682,1321,1039,548,198,30542,22603,Van,incl
RTV-MAKITA_30542_22603,2085684,1321,1039,548,198,30542,22603,Van,incl
RUKERT TER_21224_37075,2101897,1200,1336,709,-329,21224,37075,Van,incl
RUMPKE REC_45217_35661,2089047,1150,743,403,282,45217,35661,Van,incl
RUMPKE REC_45217_35661,2092298,1150,743,403,282,45217,35661,Van,incl
RUMPKE_45217_35661,2088499,1152,774,403,350,45217,35661,Van,incl
RUMPKE_45217_35661,2097113,1152,774,403,350,45217,35661,Van,incl
RUSTIQUE E_63368_38462,2101271,900,670,364,183,63368,38462,Van,incl
Ryder Logi_43018_38305,2089876,1331,956,522,248,43018,38305,Van,incl
S & J TRAN_38821_44306,2082250,1700,1330,729,232,38821,44306,Van,incl
S & J Tran_39730_12010,2078403,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2080273,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2081642,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2083706,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2085033,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2087005,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2088371,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2090394,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2090397,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2093107,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2093690,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2096453,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2097117,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2099587,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12010,2099588,4768,2242,1216,2420,39730,12010,Van,incl
S & J Tran_39730_12095,2077846,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2077849,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2077850,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2078399,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2078402,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2078404,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2079011,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2079013,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2079016,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2080216,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2080220,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2080978,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2080979,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2080980,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2081626,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2081627,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2081628,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2082555,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2082556,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2082560,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2083701,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2083708,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2084355,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2084359,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2084362,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2085030,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2085034,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2085037,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2085040,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2085716,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2085717,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2085725,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2086781,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2086984,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2087012,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2087409,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2087642,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2087643,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2087655,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2087656,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2087840,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2088239,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2088246,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2088249,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2088252,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2088965,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2088969,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2088973,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2088977,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2090486,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2090489,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2091293,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2091299,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2091306,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2091334,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2091336,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2091930,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2091933,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2091935,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2091960,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2093207,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2093208,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2093731,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2093736,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2093740,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2094576,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2094580,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2094585,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2095079,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2095084,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2095089,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2096460,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2096465,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2097035,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2097040,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2097568,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2097572,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2098223,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2098228,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2098233,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2098238,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2099508,3265,2257,1218,1006,39730,12095,Log,incl
S & J Tran_39730_12095,2099514,3265,2257,1218,1006,39730,12095,Log,incl
S & J TRAN_39730_17756,2099589,3658,1807,989,1736,39730,17756,Van,incl
S & J Tran_39730_17756,2088915,3658,1807,989,1736,39730,17756,Van,incl
S & J Tran_39730_29303,2096462,1452,841,443,527,39730,29303,Van,incl
S & J Tran_39730_30025,2080384,1001,631,323,200,39730,30025,Van,incl
S & J Tran_39730_30025,2085793,1001,631,323,200,39730,30025,Van,incl
S & J Tran_39730_30025,2091981,1001,631,323,200,39730,30025,Van,incl
S & J Tran_39730_30025,2098225,1001,631,323,200,39730,30025,Van,incl
S & J Tran_39730_30046,2080373,975,608,302,202,39730,30046,Van,incl
S & J Tran_39730_30046,2091175,975,608,302,202,39730,30046,Van,incl
S & J Tran_39730_30120,2083513,951,533,271,291,39730,30120,Van,incl
S & J Tran_39730_30120,2091192,951,533,271,291,39730,30120,Van,incl
S & J Tran_39730_30120,2091978,951,533,271,291,39730,30120,Van,incl
S & J Tran_39730_30120,2093113,951,533,271,291,39730,30120,Van,incl
S & J TRAN_39730_30293,2094506,935,547,292,259,39730,30293,Van,incl
S & J TRAN_39730_30293,2101468,935,547,292,259,39730,30293,Van,incl
S & J Tran_39730_30293,2081686,935,547,292,259,39730,30293,Van,incl
S & J Tran_39730_30344,2094497,879,533,272,262,39730,30344,Van,incl
S & J Tran_39730_30507,2085768,989,628,324,266,39730,30507,Van,incl
S & J Tran_39730_30566,2095877,1025,623,317,185,39730,30566,Van,incl
S & J Tran_39730_35125,2077860,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2080288,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2080359,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2083099,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2084369,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2085096,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2085738,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2087014,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2088338,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2088382,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2089677,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2090421,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2091171,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2091174,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2091986,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2092466,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2093699,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2095101,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2096466,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2096467,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2097120,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2098221,723,326,156,210,39730,35125,Van,incl
S & J Tran_39730_35125,2098797,723,326,156,210,39730,35125,Van,incl
S & J TRAN_39730_37066,2081680,791,484,257,119,39730,37066,Van,incl
S & J Tran_39730_37711,2078416,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_37711,2080282,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_37711,2082564,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_37711,2083709,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_37711,2086989,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_37711,2089675,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_37711,2095785,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_37711,2096457,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_37711,2098230,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_37711,2098801,1275,845,437,302,39730,37711,Van,incl
S & J Tran_39730_38401,2085733,757,373,183,300,39730,38401,Van,incl
S & J Tran_39730_44017,2079010,2038,1381,742,525,39730,44017,Van,incl
S & J Tran_39730_44017,2080275,2038,1381,742,525,39730,44017,Van,incl
S & J Tran_39730_44017,2082573,2038,1381,742,525,39730,44017,Van,incl
S & J Tran_39730_44017,2092461,2038,1381,742,525,39730,44017,Van,incl
S & J Tran_39730_44017,2097559,2038,1381,742,525,39730,44017,Van,incl
S & J Tran_39730_60501,2090407,1712,1196,623,298,39730,60501,Van,incl
S & J TRAN_39730_71602,2083101,1008,593,314,282,39730,71602,Van,incl
S & J Tran_39730_71602,2095104,1008,593,314,282,39730,71602,Van,incl
S & J Tran_39730_72209,2078408,893,551,282,143,39730,72209,Van,incl
S & J Tran_39730_72209,2089686,893,551,282,143,39730,72209,Van,incl
S & J TRAN_39746_46350,2088023,1260,1227,672,-85,39746,46350,Van,incl
S & J TRAN_39746_71602,2085747,985,525,287,315,39746,71602,Van,incl
S & R PACK_28412_38611,2081367,1300,1444,781,-155,28412,38611,Van,incl
S & R PACK_28412_38611,2084393,1300,1444,781,-155,28412,38611,Van,incl
S & R PACK_28412_38611,2087568,1300,1444,781,-155,28412,38611,Van,incl
S & R PACK_28412_38611,2096415,1300,1444,781,-155,28412,38611,Van,incl
S & R PACK_28412_38611,2099677,1300,1444,781,-155,28412,38611,Van,incl
S County L_44830_30253,2081918,1827,1184,637,561,44830,30253,Van,incl
S County L_44830_30253,2082892,1827,1184,637,561,44830,30253,Van,incl
S&B Packag_38118_28208,2083511,1350,1162,611,16,38118,28208,Van,incl
SA HATTIES_39401_38474,2095653,1050,756,397,280,39401,38474,Van,incl
SA Recycli_37213_44683,2091975,950,913,490,-18,37213,44683,Van,incl
SABIC INNO_61364_35661,2088203,1283,1045,573,66,61364,35661,Van,incl
SABIC INNO_61364_35661,2093099,1283,1045,573,66,61364,35661,Van,incl
SABIC INNO_61364_35661,2094688,1283,1045,573,66,61364,35661,Van,incl
SABIC INNO_61364_35661,2098284,1283,1045,573,66,61364,35661,Van,incl
SABIC INNO_61364_35661,2098925,1283,1045,573,66,61364,35661,Van,incl
SABIC INNO_61364_35661,2101790,1283,1045,573,66,61364,35661,Van,incl
SADDLE CRE_30336_27617,2093557,850,748,405,20,30336,27617,Van,incl
Saddle Cre_30336_38141,2091292,650,664,363,-87,30336,38141,Van,incl
SADDLE CRE_30336_38632,2097816,730,746,366,-82,30336,38632,Van,incl
SADDLE CRE_30349_38652,2095819,850,650,303,152,30349,38652,Van,incl
SADDLE CRE_30349_38652,2095821,850,650,303,152,30349,38652,Van,incl
SADDLE CRE_33801_30655,2088094,500,863,468,-481,33801,30655,Van,incl
SADDLE CRE_33801_35756,2088425,800,1242,631,-540,33801,35756,Van,incl
SADDLE CRE_33801_38141,2084340,925,1394,766,-678,33801,38141,Van,incl
SAINT ELMO_62458_37885,2099884,1267,918,481,-11,62458,37885,Van,incl
Sam's Club_31204_31705,2090831,223,250,114,-29,31204,31705,Van,incl
SAM'S CLUB_46140_60447,2087333,1550,451,210,1097,46140,60447,Van,incl
Samsung EA_30213_31636,2086492,675,473,239,138,30213,31636,Van,incl
Samsung EA_30213_31636,2090685,675,473,239,138,30213,31636,Van,incl
SAMUEL PAC_29708_72426,2089680,1160,1192,647,-152,29708,72426,Van,incl
SAMUEL STR_29708_38641,2096668,1125,1155,637,-100,29708,38641,Van,incl
SANDEN IN_75098_38611,2095332,775,866,476,-132,75098,38611,Van,incl
SANGSIN TE_30253_47959,2090143,1050,1217,664,-265,30253,47959,Van,incl
Saratoga P_46804_30297,2087123,1550,1239,663,85,46804,30297,Van,incl
SAS COOLAN_77015_38118,2097230,1025,1084,585,-84,77015,38118,Van,incl
SATELLITE_30533_39701,2100106,706,594,322,12,30533,39701,Van,incl
SBD ETNA_43018_38305,2090840,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2090851,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2090853,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2091587,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2093336,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2093342,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2093343,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2093344,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2093635,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2094617,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2094627,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2094629,1377,965,522,350,43018,38305,Log,incl
SBD ETNA_43018_38305,2090852,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090856,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090857,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090860,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090861,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090871,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090872,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090876,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090877,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090881,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090883,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090884,1377,965,522,350,43018,38305,Van,incl
SBD ETNA_43018_38305,2090886,1377,965,522,350,43018,38305,Van,incl
